City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num,IATA1,IATA2,City1_Lat,City1_Lon,City2_Lat,City2_Lon
GOLD COAST,SYDNEY,1/07/2001,115781,1001,87.9,680,78731080,89545120,131684,2001,7,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/07/2001,64724,1291,63,618,39999432,63514950,102775,2001,7,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/07/2001,13884,233,61.9,1039,14425476,23294380,22420,2001,7,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/07/2001,14857,322,56.7,538,7993066,14086454,26183,2001,7,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/07/2001,14688,277,63.6,1250,18360000,28886250,23109,2001,7,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/07/2001,28659,663,71.8,476,13641684,18989544,39894,2001,7,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/07/2001,4645,109,68.9,914,4245530,6157618,6737,2001,7,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/07/2001,5774,271,60.2,378,2182572,3628044,9598,2001,7,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/07/2001,50514,432,86.3,1330,67183620,77807660,58502,2001,7,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/07/2001,8105,415,55.4,457,3703985,6691394,14642,2001,7,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/07/2001,3581,136,56,836,2993716,5341204,6389,2001,7,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/07/2001,76613,633,69.8,2706,207314778,297191862,109827,2001,7,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/07/2001,520946,3556,74.2,706,367787876,495462328,701788,2001,7,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,PORT HEDLAND,1/07/2001,7247,122,80.9901654,1312,9508064,11739776,8948,2001,7,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/07/2001,81127,639,74.8,3284,266421068,356277876,108489,2001,7,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/07/2001,3191,33,81.1,1454,4639714,5722944,3936,2001,7,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/07/2001,12646,160,78.1,837,10584702,13559400,16200,2001,7,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,WAGGA WAGGA,1/07/2001,9453,477,56.1,367,3469251,6188354,16862,2001,7,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/08/2001,12312,124,75.2,1316,16202592,21553448,16378,2001,8,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/08/2001,34940,343,72.3,1622,56672680,78362064,48312,2001,8,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/08/2001,8587,212,62.7,972,8346564,13315428,13699,2001,8,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/08/2001,15888,146,83.8,2619,41610672,49651002,18958,2001,8,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,MELBOURNE,1/08/2001,134478,1404,72.3,643,86469354,119675803,186121,2001,8,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/08/2001,29794,359,63.5,2120,63163280,99485240,46927,2001,8,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/08/2001,8035,498,69.5,246,1976610,2845236,11566,2001,8,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/08/2001,110338,1181,67.7,1167,128764446,190315527,163081,2001,8,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/08/2001,10675,494,61.1,452,4825100,7901864,17482,2001,8,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/08/2001,16638,186,80.5,1305,21712590,26957385,20657,2001,8,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/08/2001,14075,124,85.9,2022,28459650,33112272,16376,2001,8,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BALLINA,SYDNEY,1/08/2001,6992,431,45.4,612,4279104,9416232,15386,2001,8,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/08/2001,98052,709,89.8,1391,136390332,151856861,109171,2001,8,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/08/2001,32081,624,65.9,956,30669436,46518960,48660,2001,8,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/08/2001,20099,144,82.2,2852,57322348,69694324,24437,2001,8,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,HAMILTON ISLAND,1/08/2001,9272,171,71.5,888,8233536,11512920,12965,2001,8,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,MACKAY,1/08/2001,19191,473,71.3,797,15295227,21437706,26898,2001,8,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/08/2001,206532,1891,79.2,1381,285220692,360324996,260916,2001,8,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,NEWCASTLE,1/08/2001,4549,179,60.3,614,2793086,4635700,7550,2001,8,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/08/2001,7442,82,67.6,3615,26902830,39797535,11009,2001,8,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/08/2001,4091,61,88.8,895,3661445,4123265,4607,2001,8,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/08/2001,19601,500,69.2,518,10153318,14680120,28340,2001,8,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/08/2001,355318,2941,71.7,753,267554454,373396887,495879,2001,8,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/08/2001,60007,511,86.4,1112,66727784,77198376,69423,2001,8,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/08/2001,14916,258,82.1,1677,25014132,30474444,18172,2001,8,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/08/2001,4063,32,95.5,2311,9389593,9835616,4256,2001,8,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/08/2001,77627,428,91.8,1971,153002817,166588920,84520,2001,8,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/08/2001,7662,301,65.96642273,284,2176008,3298660,11615,2001,8,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/08/2001,67249,1007,73.6,470,31607030,42950950,91385,2001,8,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/08/2001,78214,2602,63.6,236,18458504,29010536,122926,2001,8,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/08/2001,11943,595,56.1,443,5290749,9422610,21270,2001,8,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,MELBOURNE,1/08/2001,181,2,79.4,3131,566711,713868,228,2001,8,DRW,MEL,-12.4147,130.876663,-37.673302,144.843307
DARWIN,SYDNEY,1/08/2001,14138,140,75.6,3155,44605390,59030050,18710,2001,8,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/08/2001,9549,432,62.4,412,3934188,6305248,15304,2001,8,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/08/2001,10144,514,56.3,310,3144640,5582790,18009,2001,8,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/08/2001,112714,964,87,680,76645520,88060680,129501,2001,8,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/08/2001,65147,1270,65.4,618,40260846,61559598,99611,2001,8,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/08/2001,13335,230,60.5,1039,13855065,22913067,22053,2001,8,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/08/2001,15257,312,59.1,538,8208266,13896002,25829,2001,8,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/08/2001,14820,285,62.7,1250,18525000,29531250,23625,2001,8,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/08/2001,29315,662,74.7,476,13953940,18668244,39219,2001,8,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/08/2001,4569,113,66.4,914,4176066,6284664,6876,2001,8,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/08/2001,5741,272,59.6,378,2170098,3640896,9632,2001,8,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/08/2001,47744,375,90.2,1330,63499520,70431480,52956,2001,8,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/08/2001,8763,418,59.3,457,4004691,6756288,14784,2001,8,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/08/2001,3963,144,58.5,836,3313068,5665572,6777,2001,8,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/08/2001,78103,629,71.9,2706,211346718,294039372,108662,2001,8,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/08/2001,500073,3742,69,706,353051538,511729980,724830,2001,8,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,PORT HEDLAND,1/08/2001,7014,126,75.43557754,1312,9202368,12198976,9298,2001,8,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/08/2001,79614,646,70.6,3284,261452376,370537004,112831,2001,8,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/08/2001,3146,30,88.4,1454,4574284,5176240,3560,2001,8,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/08/2001,13222,156,82.4,837,11066814,13422969,16037,2001,8,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,WAGGA WAGGA,1/08/2001,9374,505,52.5,367,3440258,6557556,17868,2001,8,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/09/2001,10075,92,82.3,1316,13258700,16110472,12242,2001,9,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/09/2001,36416,312,85.8,1622,59066752,68858766,42453,2001,9,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/09/2001,6655,128,74.1,972,6468660,8735364,8987,2001,9,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/09/2001,11938,109,85.3,2619,31265622,36655524,13996,2001,9,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,MELBOURNE,1/09/2001,110663,1051,78.5,643,71156309,90654641,140987,2001,9,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/09/2001,27313,254,81.7,2120,57903560,70894920,33441,2001,9,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/09/2001,5854,518,50.3,246,1440084,2865408,11648,2001,9,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/09/2001,95493,882,75.6,1167,111440331,147472623,126369,2001,9,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/09/2001,7895,323,68.5,452,3568540,5210204,11527,2001,9,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/09/2001,13211,147,82.1,1305,17240355,21010500,16100,2001,9,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/09/2001,10113,87,87.2,2022,20448486,23447112,11596,2001,9,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BALLINA,SYDNEY,1/09/2001,6593,312,59.5,612,4034916,6779736,11078,2001,9,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/09/2001,77149,552,79.6,1391,107314259,134821284,96924,2001,9,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/09/2001,26475,423,74.8,956,25310100,33851004,35409,2001,9,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/09/2001,14168,88,83.5,2852,40407136,48389884,16967,2001,9,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,HAMILTON ISLAND,1/09/2001,7567,118,84.6,888,6719496,7942272,8944,2001,9,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,MACKAY,1/09/2001,15918,330,80.6,797,12686646,15734374,19742,2001,9,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/09/2001,189567,1533,85.5,1381,261792027,306124889,221669,2001,9,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,NEWCASTLE,1/09/2001,4619,172,71.5,614,2836066,3964598,6457,2001,9,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/09/2001,6573,59,82.5,3615,23761395,28811550,7970,2001,9,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/09/2001,3853,58,92.6,895,3448435,3724095,4161,2001,9,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/09/2001,16120,364,77.1,518,8350160,10829308,20906,2001,9,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/09/2001,322838,2315,80.4,753,243097014,302206761,401337,2001,9,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/09/2001,49414,406,87,1112,54948368,63137136,56778,2001,9,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/09/2001,9418,168,81.2,1677,15793986,19456554,11602,2001,9,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/09/2001,3603,28,95.3,2311,8326533,8740202,3782,2001,9,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/09/2001,58810,312,85.9,1971,115914510,134995761,68491,2001,9,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/09/2001,7550,287,68.81152023,284,2144200,3116048,10972,2001,9,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/09/2001,50596,725,78.4,470,23780120,30338970,64551,2001,9,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/09/2001,62124,1812,69.8,236,14661264,21015800,89050,2001,9,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/09/2001,10665,549,55.3,443,4724595,8542812,19284,2001,9,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,SYDNEY,1/09/2001,11607,99,77.2,3155,36620085,47422805,15031,2001,9,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/09/2001,7848,280,78.7,412,3233376,4110524,9977,2001,9,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/09/2001,7939,347,65.2,310,2461090,3773630,12173,2001,9,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/09/2001,90557,755,92.7,680,61578760,66404720,97654,2001,9,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/09/2001,65359,873,81.1,618,40391862,49792260,80570,2001,9,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/09/2001,14574,187,85.1,1039,15142386,17795992,17128,2001,9,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/09/2001,11494,227,67.4,538,6183772,9168596,17042,2001,9,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/09/2001,10235,197,67.4,1250,12793750,18968750,15175,2001,9,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/09/2001,26766,501,81.3,476,12740616,15663732,32907,2001,9,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/09/2001,5191,99,80.9,914,4744574,5863310,6415,2001,9,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/09/2001,5039,188,74.7,378,1904742,2549610,6745,2001,9,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/09/2001,39736,305,95.8,1330,52848880,55165740,41478,2001,9,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/09/2001,7451,304,68.9,457,3405107,4939256,10808,2001,9,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/09/2001,4200,127,74.3,836,3511200,4722564,5649,2001,9,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/09/2001,67071,442,83,2706,181494126,218728686,80831,2001,9,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/09/2001,431457,2867,73.7,706,304608642,413501376,585696,2001,9,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,PORT HEDLAND,1/09/2001,4034,72,77.08771259,1312,5292608,6865696,5233,2001,9,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/09/2001,70939,461,81.7,3284,232963676,285074188,86807,2001,9,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/09/2001,2995,27,92.9,1454,4354730,4689150,3225,2001,9,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/09/2001,13646,136,92.5,837,11421702,12354120,14760,2001,9,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,WAGGA WAGGA,1/09/2001,7337,321,64.3,367,2692679,4184901,11403,2001,9,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/10/2001,7915,62,94.7,1316,10416140,10996496,8356,2001,10,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/10/2001,38415,303,90.8,1622,62309130,68656016,42328,2001,10,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/10/2001,6510,102,90.7,972,6327720,6976044,7177,2001,10,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/10/2001,0,0,0,2619,0,0,0,2001,10,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,MELBOURNE,1/10/2001,106878,925,82.8,643,68722554,82956645,129015,2001,10,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/10/2001,23941,201,91.9,2120,50754920,55228120,26051,2001,10,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/10/2001,6572,550,49.8,246,1616712,3249168,13208,2001,10,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/10/2001,99061,787,83.2,1167,115604187,139006038,119114,2001,10,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/10/2001,7210,370,54.6,452,3258920,5970016,13208,2001,10,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/10/2001,0,0,0,1305,0,0,0,2001,10,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/10/2001,8848,76,88.9,2022,17890656,20126988,9954,2001,10,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BALLINA,SYDNEY,1/10/2001,7192,294,68,612,4401504,6470064,10572,2001,10,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/10/2001,70452,458,77,1391,97998732,127212514,91454,2001,10,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/10/2001,25625,331,79.9,956,24497500,30655096,32066,2001,10,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/10/2001,12373,72,84.9,2852,35287796,41550788,14569,2001,10,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,HAMILTON ISLAND,1/10/2001,5406,82,80.6,888,4800528,5953152,6704,2001,10,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,MACKAY,1/10/2001,15384,270,87.2,797,12261048,14063862,17646,2001,10,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/10/2001,183165,1349,89.4,1381,252950865,282853658,204818,2001,10,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,NEWCASTLE,1/10/2001,4249,231,71,614,2608886,3673562,5983,2001,10,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/10/2001,6240,49,93.9,3615,22557600,24032520,6648,2001,10,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/10/2001,4306,65,89.5,895,3853870,4306740,4812,2001,10,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/10/2001,14618,293,81.4,518,7572124,9303280,17960,2001,10,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/10/2001,321924,2456,76.2,753,242408772,317941449,422233,2001,10,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/10/2001,43276,357,86.7,1112,48122912,55499920,49910,2001,10,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/10/2001,6038,112,84.5,1677,10125726,11980488,7144,2001,10,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/10/2001,2035,16,95.6,2311,4702885,4920119,2129,2001,10,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/10/2001,57066,238,86.7,1971,112477086,129703626,65806,2001,10,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/10/2001,8830,315,73.75542934,284,2507720,3400048,11972,2001,10,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/10/2001,48511,725,87.3,470,22800170,26105680,55544,2001,10,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/10/2001,57161,1731,68.9,236,13489996,19569592,82922,2001,10,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/10/2001,9665,337,79.3,443,4281595,5401942,12194,2001,10,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,MELBOURNE,1/10/2001,803,16,42.6,3131,2514193,5898804,1884,2001,10,DRW,MEL,-12.4147,130.876663,-37.673302,144.843307
DARWIN,SYDNEY,1/10/2001,9331,67,87,3155,29439305,33856305,10731,2001,10,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/10/2001,7175,294,68.5,412,2956100,4316936,10478,2001,10,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/10/2001,8101,385,64.9,310,2511310,3871900,12490,2001,10,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/10/2001,79131,665,88.6,680,53809080,60754600,89345,2001,10,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/10/2001,59757,620,85.1,618,36929826,43400904,70228,2001,10,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/10/2001,14507,169,93.4,1039,15072773,16139826,15534,2001,10,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/10/2001,10399,214,75.6,538,5594662,7400728,13756,2001,10,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/10/2001,8575,170,74.4,1250,10718750,14403750,11523,2001,10,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/10/2001,26222,358,92,476,12481672,13569808,28508,2001,10,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/10/2001,5093,78,88.3,914,4655002,5270124,5766,2001,10,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/10/2001,5770,306,53.2,378,2181060,4101300,10850,2001,10,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/10/2001,34181,271,89.7,1330,45460730,50702260,38122,2001,10,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/10/2001,7089,352,65.4,457,3239673,4953880,10840,2001,10,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/10/2001,3903,146,74.3,836,3262908,4394016,5256,2001,10,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/10/2001,69600,460,83.7,2706,188337600,224890248,83108,2001,10,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/10/2001,451120,3346,68.8,706,318490720,462830302,655567,2001,10,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,PORT HEDLAND,1/10/2001,3303,86,62.58052293,1312,4333536,6924736,5278,2001,10,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/10/2001,74071,441,83.4,3284,243249164,291704584,88826,2001,10,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/10/2001,1683,16,90.4,1454,2447082,2707348,1862,2001,10,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/10/2001,12977,123,90.8,837,10861749,11962404,14292,2001,10,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
