City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num,IATA1,IATA2,City1_Lat,City1_Lon,City2_Lat,City2_Lon
BRISBANE,PERTH,1/04/2001,6987,66,76.1,3615,25258005,33211005,9187,2001,4,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/04/2001,6105,114,77.7,895,5463975,7029330,7854,2001,4,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/04/2001,18217,480,67.7,518,9436406,13938862,26909,2001,4,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/04/2001,409411,3295,78.2,753,308286483,394263270,523590,2001,4,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/04/2001,56239,533,82.1,1112,62537768,76185344,68512,2001,4,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/04/2001,11775,236,70.7,1677,19746675,27915342,16646,2001,4,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/04/2001,3283,32,82.1,2311,7587013,9246311,4001,2001,4,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/04/2001,60951,383,77.1,1971,120134421,155876535,79085,2001,4,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/04/2001,10014,530,52.12095977,284,2843976,5456492,19213,2001,4,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/04/2001,71417,1350,77.2,470,33565990,43474530,92499,2001,4,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/04/2001,73382,2596,64.4,236,17318152,26889132,113937,2001,4,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/04/2001,13478,578,64.7,443,5970754,9228576,20832,2001,4,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,SYDNEY,1/04/2001,9846,95,77.6,3155,31064130,40040105,12691,2001,4,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/04/2001,10537,419,71,412,4341244,6116140,14845,2001,4,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/04/2001,9464,474,57.3,310,2933840,5115930,16503,2001,4,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/04/2001,101708,781,89.3,680,69161440,77422080,113856,2001,4,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/04/2001,83395,1167,83.5,618,51538110,61688142,99819,2001,4,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/04/2001,13517,172,86.2,1039,14044163,16284247,15673,2001,4,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/04/2001,13750,301,57.7,538,7397500,12811394,23813,2001,4,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/04/2001,13724,264,64.1,1250,17155000,26772500,21418,2001,4,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/04/2001,34367,773,73.4,476,16358692,22277752,46802,2001,4,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/04/2001,8183,169,72.2,914,7479262,10362932,11338,2001,4,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/04/2001,6637,263,71.2,378,2508786,3521448,9316,2001,4,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/04/2001,51119,322,90.6,1330,67988270,75009340,56398,2001,4,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/04/2001,8217,392,59.6,457,3755169,6302030,13790,2001,4,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/04/2001,3755,132,60.8,836,3139180,5166480,6180,2001,4,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/04/2001,85753,622,86.3,2706,232047618,268941222,99387,2001,4,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/04/2001,533392,3991,76.3,706,376574752,493854060,699510,2001,4,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,PORT HEDLAND,1/04/2001,6456,113,77.41935484,1312,8470272,10940768,8339,2001,4,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/04/2001,87203,616,83,3284,286374652,344997336,105054,2001,4,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/04/2001,1519,24,54.9,1454,2208626,4020310,2765,2001,4,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/04/2001,8790,112,79,837,7357230,9314973,11129,2001,4,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,WAGGA WAGGA,1/04/2001,10610,509,59.3,367,3893870,6570401,17903,2001,4,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/05/2001,11697,124,73.1,1316,15393252,21065212,16007,2001,5,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/05/2001,35155,357,69.8,1622,57021410,81666078,50349,2001,5,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/05/2001,8991,194,71.5,972,8739252,12226788,12579,2001,5,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/05/2001,13698,144,79.1,2619,35875062,45371556,17324,2001,5,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,MELBOURNE,1/05/2001,127223,1295,75.4,643,81804389,108439378,168646,2001,5,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/05/2001,32773,361,71.6,2120,69478760,97034520,45771,2001,5,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/05/2001,8130,489,71.2,246,1999980,2808336,11416,2001,5,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/05/2001,110761,1253,63,1167,129258087,205282302,175906,2001,5,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/05/2001,10707,598,50.7,452,4839564,9548952,21126,2001,5,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/05/2001,15107,186,75.8,1305,19714635,25995600,19920,2001,5,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/05/2001,12665,124,79.7,2022,25608630,32139690,15895,2001,5,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BALLINA,SYDNEY,1/05/2001,6882,373,51.9,612,4211784,8118180,13265,2001,5,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/05/2001,80692,717,74.2,1391,112242572,151319935,108785,2001,5,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/05/2001,25106,580,70.5,956,24001336,34023084,35589,2001,5,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/05/2001,14698,124,85.7,2852,41918696,48908948,17149,2001,5,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,HAMILTON ISLAND,1/05/2001,6991,122,66.6,888,6208008,9320448,10496,2001,5,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,MACKAY,1/05/2001,19128,469,71.2,797,15245016,21407420,26860,2001,5,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/05/2001,178909,1892,68.9,1381,247073329,358698178,259738,2001,5,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,NEWCASTLE,1/05/2001,4760,286,52.3,614,2922640,5584944,9096,2001,5,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/05/2001,5374,72,53.9,3615,19427010,36063240,9976,2001,5,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/05/2001,5068,99,73.5,895,4535860,6169235,6893,2001,5,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/05/2001,20876,498,74.1,518,10813768,14583772,28154,2001,5,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/05/2001,347490,3176,68,753,261659970,384898209,511153,2001,5,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/05/2001,55747,518,81.5,1112,61990664,76094160,68430,2001,5,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/05/2001,13164,247,75.7,1677,22076028,29166384,17392,2001,5,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/05/2001,3096,31,79.2,2311,7154856,9029077,3907,2001,5,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/05/2001,53472,405,66.7,1971,105393312,157997331,80161,2001,5,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/05/2001,10644,578,50.34766567,284,3022896,6004044,21141,2001,5,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/05/2001,75076,1352,76.7,470,35285720,45987150,97845,2001,5,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/05/2001,83867,2729,68.4,236,19792612,28917316,122531,2001,5,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/05/2001,12233,591,57.8,443,5419219,9370779,21153,2001,5,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,MELBOURNE,1/05/2001,255,2,55.7,3131,798405,1433998,458,2001,5,DRW,MEL,-12.4147,130.876663,-37.673302,144.843307
DARWIN,SYDNEY,1/05/2001,9981,97,80.7,3155,31490055,39005265,12363,2001,5,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/05/2001,8786,432,57.4,412,3619832,6305248,15304,2001,5,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/05/2001,9911,531,53.5,310,3072410,5745540,18534,2001,5,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/05/2001,99387,753,86.6,680,67583160,78044960,114772,2001,5,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/05/2001,69262,1238,70.3,618,42803916,60866820,98490,2001,5,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/05/2001,11606,174,73.9,1039,12058634,16321651,15709,2001,5,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/05/2001,15119,321,59.5,538,8134022,13666814,25403,2001,5,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/05/2001,14257,286,60.7,1250,17821250,29373750,23499,2001,5,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/05/2001,31518,721,71.8,476,15002568,20899256,43906,2001,5,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/05/2001,5281,129,64.4,914,4826834,7489316,8194,2001,5,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/05/2001,5786,272,60,378,2187108,3642786,9637,2001,5,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/05/2001,47325,311,83,1330,62942250,75816650,57005,2001,5,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/05/2001,8930,417,60,457,4081010,6796047,14871,2001,5,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/05/2001,3723,145,54.4,836,3112428,5720748,6843,2001,5,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/05/2001,77879,631,72.2,2706,210740574,291931398,107883,2001,5,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/05/2001,490915,3745,70.8,706,346585990,489854570,693845,2001,5,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,PORT HEDLAND,1/05/2001,6518,123,72.59160263,1312,8551616,11780448,8979,2001,5,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/05/2001,79681,634,73.2,3284,261672404,357624316,108899,2001,5,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/05/2001,779,14,45,1454,1132666,2515420,1730,2001,5,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/05/2001,7123,105,67.1,837,5961951,8880570,10610,2001,5,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,WAGGA WAGGA,1/05/2001,10166,521,55.4,367,3730922,6732248,18344,2001,5,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/06/2001,11597,120,75.2,1316,15261652,20297984,15424,2001,6,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/06/2001,35080,350,72.6,1622,56899760,78426944,48352,2001,6,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/06/2001,7720,173,68.3,972,7503840,10983600,11300,2001,6,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/06/2001,14589,138,85.5,2619,38208591,44693235,17065,2001,6,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,MELBOURNE,1/06/2001,129004,1327,73.8,643,82949572,112368751,174757,2001,6,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/06/2001,30106,349,66.5,2120,63824720,95974520,45271,2001,6,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/06/2001,8325,469,76.1,246,2047950,2692224,10944,2001,6,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/06/2001,104522,1224,61.8,1167,121977174,197289519,169057,2001,6,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/06/2001,9870,544,51.6,452,4461240,8644048,19124,2001,6,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/06/2001,15337,180,79.9,1305,20014785,25059915,19203,2001,6,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/06/2001,12665,121,81.6,2022,25608630,31371330,15515,2001,6,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BALLINA,SYDNEY,1/06/2001,6173,355,48.8,612,3777876,7745472,12656,2001,6,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/06/2001,88000,686,84.3,1391,122408000,145187016,104376,2001,6,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/06/2001,24687,547,73,956,23600772,32324272,33812,2001,6,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/06/2001,18775,129,88.6,2852,53546300,60436732,21191,2001,6,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,HAMILTON ISLAND,1/06/2001,6992,116,62.8,888,6208896,9893208,11141,2001,6,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,MACKAY,1/06/2001,19587,447,76.3,797,15610839,20454208,25664,2001,6,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/06/2001,197274,1971,72.6,1381,272435394,375220462,271702,2001,6,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,NEWCASTLE,1/06/2001,4319,259,52.5,614,2651866,5055676,8234,2001,6,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/06/2001,6408,79,58.2,3615,23164920,39811995,11013,2001,6,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/06/2001,4770,82,81.1,895,4269150,5267075,5885,2001,6,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/06/2001,19821,478,73.3,518,10267278,14006720,27040,2001,6,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/06/2001,345690,2903,71.5,753,260304570,364229112,483704,2001,6,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/06/2001,56308,512,84.2,1112,62614496,74339424,66852,2001,6,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/06/2001,14419,239,85.7,1677,24180663,28217202,16826,2001,6,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/06/2001,4611,37,92.3,2311,10656021,11543445,4995,2001,6,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/06/2001,65968,418,78.6,1971,130022928,165447711,83941,2001,6,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/06/2001,9549,453,56.92738762,284,2711916,4763816,16774,2001,6,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/06/2001,65767,963,76,470,30910490,40685550,86565,2001,6,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/06/2001,75141,2347,66.6,236,17733276,26607348,112743,2001,6,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/06/2001,12284,570,60.1,443,5441812,9047389,20423,2001,6,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,MELBOURNE,1/06/2001,76,1,61.8,3131,237956,385113,123,2001,6,DRW,MEL,-12.4147,130.876663,-37.673302,144.843307
DARWIN,SYDNEY,1/06/2001,12507,111,88.8,3155,39459585,44438175,14085,2001,6,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/06/2001,9639,419,64.9,412,3971268,6115728,14844,2001,6,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/06/2001,9447,482,56.1,310,2928570,5215750,16825,2001,6,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/06/2001,107622,938,84.7,680,73182960,86436840,127113,2001,6,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/06/2001,66873,1258,66.9,618,41327514,61762302,99939,2001,6,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/06/2001,11670,196,64.3,1039,12125130,18852655,18145,2001,6,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/06/2001,14377,304,58.7,538,7734826,13170240,24480,2001,6,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/06/2001,13925,269,63.1,1250,17406250,27578750,22063,2001,6,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/06/2001,32176,680,79.4,476,15315776,19298944,40544,2001,6,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/06/2001,5135,129,67.2,914,4693390,6980218,7637,2001,6,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/06/2001,6069,269,63.7,378,2294082,3601206,9527,2001,6,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/06/2001,49482,345,86.4,1330,65811060,76167770,57269,2001,6,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/06/2001,8372,402,58.7,457,3826004,6514992,14256,2001,6,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/06/2001,3572,126,60,836,2986192,4976708,5953,2001,6,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/06/2001,79727,611,75.3,2706,215741262,286500456,105876,2001,6,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/06/2001,454489,3232,73,706,320869234,439682680,622780,2001,6,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,PORT HEDLAND,1/06/2001,7203,128,77.08690068,1312,9450336,12259328,9344,2001,6,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/06/2001,77844,615,74.2,3284,255639696,344550712,104918,2001,6,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/06/2001,1903,32,51.2,1454,2766962,5408880,3720,2001,6,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/06/2001,6972,128,54.9,837,5835564,10635759,12707,2001,6,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,WAGGA WAGGA,1/06/2001,9845,488,57.4,367,3613115,6299555,17165,2001,6,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/07/2001,13646,122,84.6,1316,17958136,21225764,16129,2001,7,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/07/2001,39909,366,79.5,1622,64732398,81377362,50171,2001,7,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/07/2001,8027,207,59.7,972,7802244,13075344,13452,2001,7,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/07/2001,19140,168,85.2,2619,50127660,58804407,22453,2001,7,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,GOLD COAST,1/07/2001,79,1,68.1,1607,126953,186412,116,2001,7,ADL,OOL,-34.945,138.530502,-28.156067,153.502426
ADELAIDE,MELBOURNE,1/07/2001,142483,1423,76,643,91616569,120517490,187430,2001,7,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/07/2001,30543,364,64,2120,64751160,101155800,47715,2001,7,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/07/2001,7973,478,70.9,246,1961358,2765040,11240,2001,7,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/07/2001,123123,1252,72,1167,143684541,199495149,170947,2001,7,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/07/2001,10748,488,62.1,452,4858096,7822312,17306,2001,7,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/07/2001,16805,185,82.4,1305,21930525,26601120,20384,2001,7,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/07/2001,15074,126,90.5,2022,30479628,33680454,16657,2001,7,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BALLINA,SYDNEY,1/07/2001,8086,406,56,612,4948632,8838504,14442,2001,7,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/07/2001,105910,736,93.7,1391,147320810,157152398,112978,2001,7,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/07/2001,32786,589,73.5,956,31343416,42650984,44614,2001,7,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/07/2001,23421,165,87.8,2852,66796692,76077100,26675,2001,7,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,HAMILTON ISLAND,1/07/2001,9083,169,71.4,888,8065704,11293584,12718,2001,7,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,MACKAY,1/07/2001,19613,466,73.4,797,15631561,21295043,26719,2001,7,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/07/2001,227648,1980,82.5,1381,314381888,381176715,276015,2001,7,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,NEWCASTLE,1/07/2001,4916,237,58.4,614,3018424,5169880,8420,2001,7,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/07/2001,6486,81,59.9,3615,23446890,39164910,10834,2001,7,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/07/2001,4077,62,86.5,895,3648915,4217240,4712,2001,7,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/07/2001,19323,495,69.3,518,10009314,14445466,27887,2001,7,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/07/2001,398102,3045,77.6,753,299770806,386452401,513217,2001,7,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/07/2001,62967,494,93.9,1112,70019304,74559600,67050,2001,7,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/07/2001,15645,251,88.5,1677,26236665,29642652,17676,2001,7,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/07/2001,5226,40,95.8,2311,12077286,12601883,5453,2001,7,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/07/2001,78694,436,91.7,1971,155105874,169208379,85849,2001,7,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/07/2001,8479,305,72.27241732,284,2408036,3331888,11732,2001,7,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/07/2001,67079,994,74,470,31527130,42591400,90620,2001,7,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/07/2001,76047,2449,64.4,236,17947092,27858856,118046,2001,7,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/07/2001,13297,594,62.6,443,5890571,9414636,21252,2001,7,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,MELBOURNE,1/07/2001,342,3,72,3131,1070802,1487225,475,2001,7,DRW,MEL,-12.4147,130.876663,-37.673302,144.843307
DARWIN,SYDNEY,1/07/2001,16010,139,81.4,3155,50511550,62058850,19670,2001,7,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/07/2001,9436,420,63.4,412,3887632,6127264,14872,2001,7,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/07/2001,9580,519,53.3,310,2969800,5576590,17989,2001,7,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
