Year,Australian,Airline,InFlights,OutFlights,InSeats,OutSeats,Total Flights
2010,Sydney,China Eastern Airlines,22,22,6289,6289,44.00
2010,Sydney,China Southern Airlines,60,60,16260,16260,120.00
2010,Sydney,Delta Air Lines,28,28,7784,7784,56.00
2010,Sydney,Emirates,118,118,49560,49560,236.00
2010,Sydney,Etihad Airways,47,47,13206,13206,94.00
2010,Sydney,Garuda Indonesia,30,30,7290,7290,60.00
2010,Sydney,Hawaiian Airlines,16,16,4091,4086,32.00
2010,Sydney,JALWays,30,30,7350,7350,60.00
2010,Sydney,Jetstar,163,170,37015,39213,333.00
2010,Sydney,Korean Air,30,30,10050,10050,60.00
2010,Sydney,LATAM Airlines,26,25,6656,6400,51.00
2010,Sydney,Malaysia Airlines,60,60,19110,19080,120.00
2010,Sydney,Philippine Airlines,21,21,7770,7770,42.00
2010,Sydney,Qantas Airways,611,613,159120,161260,1224.00
2010,Sydney,Singapore Airlines,131,131,42920,42993,262.00
2010,Sydney,Thai Airways International,75,75,20025,20025,150.00
2010,Sydney,United Airlines,59,59,22066,22066,118.00
2010,Sydney,V Australia,25,26,9025,9386,51.00
2010,Sydney,Vietnam Airlines,21,21,6669,6669,42.00
2010,Sydney,Virgin Atlantic Airways,30,30,9240,9240,60.00
2010,Sydney,Virgin Australia,133,134,23940,24120,267.00
2010,Sydney,Virgin Samoa,12,12,2160,2160,24.00
2010,Adelaide,Air New Zealand,26,26,4352,4381,52.00
2010,Adelaide,Cathay Pacific Airways,31,31,8184,8184,62.00
2010,Adelaide,Jetstar,1,0,297,0,1.00
2010,Adelaide,Malaysia Airlines,18,17,5040,4760,35.00
2010,Adelaide,Qantas Airways,14,13,4051,3861,27.00
2010,Adelaide,Singapore Airlines,31,31,8835,8835,62.00
2010,Adelaide,Virgin Australia,14,14,2520,2520,28.00
2010,Brisbane,Air Caledonie,9,9,1814,1814,18.00
2010,Brisbane,Air New Zealand,139,140,27747,27969,279.00
2010,Brisbane,Air Niugini,58,52,9799,8699,110.00
2010,Brisbane,Fiji Airways,36,36,5898,5898,72.00
2010,Brisbane,Air Vanuatu,13,13,2210,2210,26.00
2010,Brisbane,Cathay Pacific Airways,48,49,12719,12983,97.00
2010,Brisbane,China Airlines,13,13,3991,3991,26.00
2010,Brisbane,China Southern Airlines,13,13,3368,3368,26.00
2010,Brisbane,Emirates,93,93,26970,26970,186.00
2010,Brisbane,Etihad Airways,13,13,3406,3406,26.00
2010,Brisbane,Eva Air,11,11,2772,2772,22.00
2010,Brisbane,Jetstar,62,62,11804,11804,124.00
2010,Brisbane,Korean Air,27,27,6912,6912,54.00
2010,Brisbane,Malaysia Airlines,22,22,6424,6402,44.00
2010,Brisbane,Nauru Airlines,5,5,624,624,10.00
2010,Brisbane,Philippine Airlines,1,1,302,302,2.00
2010,Brisbane,Qantas Airways,147,147,34967,35280,294.00
2010,Brisbane,Royal Brunei Airlines,26,27,7410,7695,53.00
2010,Brisbane,Singapore Airlines,93,93,26505,26505,186.00
2010,Brisbane,Solomon Airlines,18,18,2808,2808,36.00
2010,Brisbane,Thai Airways International,22,22,7041,7041,44.00
2010,Brisbane,V Australia,22,23,7942,8303,45.00
2010,Brisbane,Virgin Australia,242,245,43560,44100,487.00
2010,Brisbane,Virgin Samoa,4,5,720,900,9.00
2010,Cairns,Air New Zealand,13,13,2172,2185,26.00
2010,Cairns,Air Niugini,45,44,4471,4371,89.00
2010,Cairns,Airlines PNG,9,9,333,333,18.00
2010,Cairns,Cathay Pacific Airways,31,31,8231,8231,62.00
2010,Cairns,Continental Micronesia,12,12,1631,1631,24.00
2010,Cairns,Jetstar,77,78,20520,20823,155.00
2010,Cairns,Qantas Airways,54,53,4219,3922,107.00
2010,Cairns,Virgin Australia,8,8,1440,1440,16.00
2010,Darwin,Indonesia AirAsia,9,8,1620,1440,17.00
2010,Darwin,Jetstar,104,104,20392,20481,208.00
2010,Gold Coast,Air New Zealand,30,30,5049,5093,60.00
2010,Gold Coast,AirAsia X,31,31,11687,11687,62.00
2010,Gold Coast,Jetstar,104,104,25860,25860,208.00
2010,Gold Coast,Qantas Airways,2,0,271,0,2.00
2010,Gold Coast,Virgin Australia,30,30,5400,5400,60.00
2010,Melbourne,Air China,30,30,7200,7200,60.00
2010,Melbourne,Air Mauritius,5,6,1490,1788,11.00
2010,Melbourne,Air New Zealand,164,164,32521,32673,328.00
2010,Melbourne,Fiji Airways,16,16,4190,4190,32.00
2010,Melbourne,Air Vanuatu,5,5,850,850,10.00
2010,Melbourne,AirAsia X,57,57,21489,21489,114.00
2010,Melbourne,Cathay Pacific Airways,93,93,24552,24552,186.00
2010,Melbourne,China Eastern Airlines,31,31,9062,9062,62.00
2010,Melbourne,China Southern Airlines,31,31,8587,8587,62.00
2010,Melbourne,Emirates,124,124,44196,44196,248.00
2010,Melbourne,Etihad Airways,31,31,8168,8168,62.00
2010,Melbourne,Garuda Indonesia,31,31,8160,8160,62.00
2010,Melbourne,Jetstar,111,118,24109,26086,229.00
2010,Melbourne,Korean Air,13,13,2938,2938,26.00
2010,Melbourne,Malaysia Airlines,62,62,17360,17360,124.00
2010,Melbourne,Philippine Airlines,18,18,6524,6524,36.00
2010,Melbourne,Qantas Airways,216,213,49342,49458,429.00
2010,Melbourne,Qatar Airways,31,30,8181,7922,61.00
2010,Melbourne,Singapore Airlines,101,101,35077,34981,202.00
2010,Melbourne,Thai Airways International,62,62,22170,22170,124.00
2010,Melbourne,United Airlines,31,31,11594,11594,62.00
2010,Melbourne,V Australia,30,28,10830,10108,58.00
2010,Melbourne,Vietnam Airlines,24,24,6384,6384,48.00
2010,Melbourne,Virgin Australia,108,110,19440,19800,218.00
2010,Norfolk Island,Air New Zealand,5,4,839,660,9.00
2010,Perth,Air Australia,12,12,1872,1872,24.00
2010,Perth,Air Mauritius,7,7,1994,1994,14.00
2010,Perth,Air New Zealand,31,31,7130,7151,62.00
2010,Perth,AirAsia X,31,31,11687,11687,62.00
2010,Perth,Cathay Pacific Airways,44,44,11750,11654,88.00
2010,Perth,Emirates,62,62,17196,17196,124.00
2010,Perth,Garuda Indonesia,79,79,12798,12798,158.00
2010,Perth,Indonesia AirAsia,106,106,19080,19080,212.00
2010,Perth,Jetstar,40,40,7107,7107,80.00
2010,Perth,Jetstar Asia,31,31,5580,5580,62.00
2010,Perth,Malaysia Airlines,44,44,12476,12476,88.00
2010,Perth,Qantas Airways,85,86,21722,22122,171.00
2010,Perth,Royal Brunei Airlines,13,13,3705,3705,26.00
2010,Perth,Singapore Airlines,93,93,26505,26505,186.00
2010,Perth,South African Airways,31,31,8764,8831,62.00
2010,Perth,Thai Airways International,32,31,9574,9269,63.00
2010,Perth,Tigerair,31,31,5580,5580,62.00
2010,Perth,Virgin Australia,45,44,8100,7920,89.00
2010,Port Hedland,Air Australia,5,4,780,624,9.00
2010,Sydney,Aerolineas Argentinas,18,18,4446,4446,36.00
2010,Sydney,Air Austral,9,8,3354,2990,17.00
2010,Sydney,Air Caledonie,22,24,3927,4282,46.00
2010,Sydney,Air Canada,31,31,8449,8449,62.00
2010,Sydney,Air China,49,49,11760,11760,98.00
2010,Sydney,Air Mauritius,5,6,1490,1788,11.00
2010,Sydney,Air New Zealand,275,276,50970,51314,551.00
2010,Sydney,Air Niugini,9,8,1755,1570,17.00
2010,Sydney,Fiji Airways,34,34,13818,13818,68.00
2010,Sydney,Air Vanuatu,27,27,4590,4590,54.00
2010,Sydney,Asiana Airlines,31,31,9610,9610,62.00
2010,Sydney,British Airways,59,59,16500,16501,118.00
2010,Sydney,Cathay Pacific Airways,124,124,32736,32736,248.00
2010,Sydney,China Airlines,22,22,6600,6600,44.00
2010,Sydney,China Eastern Airlines,31,31,8872,8872,62.00
2010,Sydney,China Southern Airlines,62,62,16802,16802,124.00
2010,Sydney,Delta Air Lines,30,30,8340,8340,60.00
2010,Sydney,Emirates,124,124,52080,52080,248.00
2010,Sydney,Etihad Airways,48,48,13634,13634,96.00
2010,Sydney,Garuda Indonesia,37,37,8809,8809,74.00
2010,Sydney,Hawaiian Airlines,18,18,4600,4600,36.00
2010,Sydney,Japan Airlines,31,31,7595,7595,62.00
2010,Sydney,Jetstar,170,174,38713,39970,344.00
2010,Sydney,Korean Air,31,31,10385,10385,62.00
2010,Sydney,LATAM Airlines,28,28,7168,7168,56.00
2010,Sydney,Malaysia Airlines,62,62,19842,19784,124.00
2010,Sydney,Philippine Airlines,22,22,8140,8140,44.00
2010,Sydney,Qantas Airways,646,649,168955,172561,1295.00
2010,Sydney,Singapore Airlines,132,132,45094,45021,264.00
2010,Sydney,Thai Airways International,80,80,21360,21360,160.00
2010,Sydney,United Airlines,93,91,34782,34034,184.00
2010,Sydney,V Australia,30,29,10830,10469,59.00
2010,Sydney,Vietnam Airlines,24,24,7679,7676,48.00
2010,Sydney,Virgin Atlantic Airways,29,29,8932,8932,58.00
2010,Sydney,Virgin Australia,147,147,26460,26460,294.00
2010,Sydney,Virgin Samoa,14,14,2520,2520,28.00
2010,Townsville,Air Australia,7,8,1092,1248,15.00
2011,Adelaide,Air New Zealand,27,27,4502,4528,54.00
2011,Adelaide,Cathay Pacific Airways,31,31,8184,8184,62.00
2011,Adelaide,Malaysia Airlines,18,18,5040,5040,36.00
2011,Adelaide,Qantas Airways,13,13,3861,3860,26.00
2011,Adelaide,Singapore Airlines,31,31,8835,8835,62.00
2011,Adelaide,Virgin Australia,12,12,2160,2160,24.00
2011,Brisbane,Air Caledonie,19,18,3649,3378,37.00
2011,Brisbane,Air New Zealand,148,148,29244,29158,296.00
2011,Brisbane,Air Niugini,58,53,9534,8809,111.00
2011,Brisbane,Fiji Airways,35,35,5825,5825,70.00
2011,Brisbane,Air Vanuatu,14,13,2380,2210,27.00
2011,Brisbane,Cathay Pacific Airways,49,49,12936,12936,98.00
2011,Brisbane,China Airlines,25,25,7551,7551,50.00
2011,Brisbane,China Southern Airlines,14,13,3520,3263,27.00
2011,Brisbane,Emirates,93,93,32730,32730,186.00
2011,Brisbane,Etihad Airways,14,14,3668,3668,28.00
2011,Brisbane,Eva Air,9,9,2268,2268,18.00
2011,Brisbane,Jetstar,59,60,11218,11432,119.00
2011,Brisbane,Korean Air,27,27,6912,6912,54.00
2011,Brisbane,Malaysia Airlines,23,23,6716,6693,46.00
2011,Brisbane,Nauru Airlines,5,5,624,624,10.00
2011,Brisbane,Philippine Airlines,1,1,302,302,2.00
2011,Brisbane,Qantas Airways,154,151,37154,36213,305.00
2011,Brisbane,Royal Brunei Airlines,26,26,7410,7410,52.00
2011,Brisbane,Singapore Airlines,93,93,26505,26505,186.00
2011,Brisbane,Solomon Airlines,18,18,2808,2808,36.00
2011,Brisbane,Thai Airways International,23,23,7571,7571,46.00
2011,Brisbane,V Australia,22,22,7942,7942,44.00
2011,Brisbane,Virgin Australia,246,245,44280,44100,491.00
2011,Brisbane,Virgin Samoa,4,5,720,900,9.00
2011,Cairns,Air New Zealand,13,13,2165,2187,26.00
2011,Cairns,Air Niugini,44,44,4463,4463,88.00
2011,Cairns,Airlines PNG,9,9,333,333,18.00
2011,Cairns,Cathay Pacific Airways,31,31,8184,8184,62.00
2011,Cairns,Continental Micronesia,18,17,2245,2122,35.00
2011,Cairns,Jetstar,78,79,20426,20729,157.00
2011,Cairns,Qantas Airways,52,52,3848,3848,104.00
2011,Cairns,Virgin Australia,9,9,1620,1620,18.00
2011,Darwin,Indonesia AirAsia,31,31,5580,5580,62.00
2011,Darwin,Jetstar,98,97,19302,19088,195.00
2011,Gold Coast,Air New Zealand,32,32,5378,5421,64.00
2011,Gold Coast,AirAsia X,31,31,11687,11687,62.00
2011,Gold Coast,Jetstar,109,109,26778,26778,218.00
2011,Gold Coast,Qantas Airways,1,0,144,0,1.00
2011,Gold Coast,Virgin Australia,31,31,5580,5580,62.00
2011,Melbourne,Air China,31,31,8091,8091,62.00
2011,Melbourne,Air Mauritius,8,8,2384,2384,16.00
2011,Melbourne,Air New Zealand,162,163,31801,32078,325.00
2011,Melbourne,Fiji Airways,17,17,4405,4405,34.00
2011,Melbourne,Air Vanuatu,4,4,680,680,8.00
2011,Melbourne,AirAsia X,62,62,23374,23374,124.00
2011,Melbourne,Cathay Pacific Airways,93,93,24646,24646,186.00
2011,Melbourne,China Eastern Airlines,32,31,9217,8930,63.00
2011,Melbourne,China Southern Airlines,31,31,8587,8587,62.00
2011,Melbourne,Emirates,125,124,44551,44197,249.00
2011,Melbourne,Etihad Airways,31,31,8162,8162,62.00
2011,Melbourne,Garuda Indonesia,31,31,8089,8089,62.00
2011,Melbourne,Jetstar,132,139,30493,32593,271.00
2011,Melbourne,Korean Air,13,13,2938,2938,26.00
2011,Melbourne,Malaysia Airlines,62,62,17360,17352,124.00
2011,Melbourne,Philippine Airlines,19,19,6826,6826,38.00
2011,Melbourne,Qantas Airways,221,222,52038,53052,443.00
2011,Melbourne,Qatar Airways,31,31,8029,8029,62.00
2011,Melbourne,Singapore Airlines,93,93,34844,34844,186.00
2011,Melbourne,Thai Airways International,62,62,21840,21840,124.00
2011,Melbourne,United Airlines,31,28,11594,10472,59.00
2011,Melbourne,V Australia,36,36,12996,12996,72.00
2011,Melbourne,Vietnam Airlines,24,24,6384,6384,48.00
2011,Melbourne,Virgin Australia,114,114,20520,20520,228.00
2011,Norfolk Island,Air New Zealand,5,5,788,787,10.00
2011,Perth,Air Australia,15,15,2280,2280,30.00
2011,Perth,Air Mauritius,9,9,2567,2567,18.00
2011,Perth,Air New Zealand,31,31,7127,7128,62.00
2011,Perth,AirAsia X,31,31,11687,11687,62.00
2011,Perth,Cathay Pacific Airways,44,44,11692,11654,88.00
2011,Perth,Emirates,62,62,17020,17020,124.00
2011,Perth,Garuda Indonesia,93,93,15066,15066,186.00
2011,Perth,Indonesia AirAsia,116,117,20880,21060,233.00
2011,Perth,Jetstar,39,39,6903,6903,78.00
2011,Perth,Jetstar Asia,31,31,5580,5580,62.00
2011,Perth,Malaysia Airlines,52,52,13944,13972,104.00
2011,Perth,Qantas Airways,88,87,25133,24910,175.00
2011,Perth,Royal Brunei Airlines,13,14,3705,3990,27.00
2011,Perth,Singapore Airlines,93,93,26505,26505,186.00
2011,Perth,South African Airways,31,31,8892,8892,62.00
2011,Perth,Thai Airways International,30,31,8976,9275,61.00
2011,Perth,Tigerair,31,31,5580,5580,62.00
2011,Perth,Virgin Australia,43,42,7740,7560,85.00
2011,Port Hedland,Air Australia,4,4,608,608,8.00
2011,Sydney,Aerolineas Argentinas,21,21,5187,5187,42.00
2011,Sydney,Air Austral,9,9,3354,3354,18.00
2011,Sydney,Air Caledonie,20,21,3690,3796,41.00
2011,Sydney,Air Canada,31,31,8356,8369,62.00
2011,Sydney,Air China,49,49,11760,11760,98.00
2011,Sydney,Air Mauritius,8,8,2384,2384,16.00
2011,Sydney,Air New Zealand,280,280,53341,53277,560.00
2011,Sydney,Air Niugini,9,10,1695,1880,19.00
2011,Sydney,Fiji Airways,33,33,14363,14363,66.00
2011,Sydney,Air Vanuatu,27,27,4590,4590,54.00
2011,Sydney,Asiana Airlines,31,31,9393,9393,62.00
2011,Sydney,British Airways,62,62,17260,17259,124.00
2011,Sydney,Cathay Pacific Airways,124,124,32736,32736,248.00
2011,Sydney,China Airlines,22,22,6600,6600,44.00
2011,Sydney,China Eastern Airlines,43,42,12316,12029,85.00
2011,Sydney,China Southern Airlines,62,62,16802,16802,124.00
2011,Sydney,Delta Air Lines,31,31,8618,8618,62.00
2011,Sydney,Emirates,124,124,52080,52080,248.00
2011,Sydney,Etihad Airways,49,49,14036,14036,98.00
2011,Sydney,Garuda Indonesia,49,49,11473,11473,98.00
2011,Sydney,Hainan Airlines,6,5,1332,1110,11.00
2011,Sydney,Hawaiian Airlines,18,18,4590,4590,36.00
2011,Sydney,Japan Airlines,31,31,7595,7595,62.00
2011,Sydney,Jetstar,177,185,40669,42952,362.00
2011,Sydney,Korean Air,31,31,10385,10385,62.00
2011,Sydney,LATAM Airlines,28,28,7168,7168,56.00
2011,Sydney,Malaysia Airlines,62,62,19747,19694,124.00
2011,Sydney,Philippine Airlines,23,23,8510,8510,46.00
2011,Sydney,Qantas Airways,669,663,178887,178803,1332.00
2011,Sydney,Singapore Airlines,124,124,46283,46283,248.00
2011,Sydney,Thai Airways International,80,80,21360,21360,160.00
2011,Sydney,United Airlines,79,79,29546,29546,158.00
2011,Sydney,V Australia,31,31,11191,11191,62.00
2011,Sydney,Vietnam Airlines,25,25,7810,7810,50.00
2011,Sydney,Virgin Atlantic Airways,31,31,9548,9548,62.00
2011,Sydney,Virgin Australia,148,148,26640,26640,296.00
2011,Sydney,Virgin Samoa,13,13,2340,2340,26.00
2011,Townsville,Air Australia,9,8,1368,1216,17.00
2011,Adelaide,Air New Zealand,20,20,3316,3326,40.00
2011,Adelaide,Cathay Pacific Airways,28,28,7392,7392,56.00
2011,Adelaide,Malaysia Airlines,16,16,4480,4480,32.00
2011,Adelaide,Qantas Airways,12,12,3562,3560,24.00
2011,Adelaide,Singapore Airlines,28,28,7980,7980,56.00
2011,Adelaide,Virgin Australia,12,12,2160,2160,24.00
2011,Brisbane,Air Australia,2,2,546,546,4.00
2011,Brisbane,Air Caledonie,13,15,2523,2962,28.00
2011,Brisbane,Air New Zealand,118,116,23242,22985,234.00
2011,Brisbane,Air Niugini,54,48,8953,7928,102.00
2011,Brisbane,Fiji Airways,28,28,4399,4399,56.00
2011,Brisbane,Air Vanuatu,11,12,1870,2040,23.00
2011,Brisbane,Cathay Pacific Airways,44,44,11616,11616,88.00
2011,Brisbane,China Airlines,24,24,6624,6624,48.00
2011,Brisbane,China Southern Airlines,13,13,3458,3458,26.00
2011,Brisbane,Emirates,84,84,29746,29746,168.00
2011,Brisbane,Etihad Airways,12,12,3144,3144,24.00
2011,Brisbane,Eva Air,8,8,2016,2016,16.00
2011,Brisbane,Jetstar,52,53,10007,10224,105.00
2011,Brisbane,Korean Air,24,24,6144,6144,48.00
2011,Brisbane,Malaysia Airlines,20,20,5840,5820,40.00
2011,Brisbane,Nauru Airlines,4,4,501,501,8.00
2011,Brisbane,Qantas Airways,139,137,33134,32573,276.00
2011,Brisbane,Royal Brunei Airlines,24,24,6840,6840,48.00
2011,Brisbane,Singapore Airlines,76,76,21660,21660,152.00
2011,Brisbane,Solomon Airlines,16,16,2496,2496,32.00
2011,Brisbane,Thai Airways International,20,20,6749,6749,40.00
2011,Brisbane,V Australia,19,19,6859,6859,38.00
2011,Brisbane,Virgin Australia,214,213,38520,38340,427.00
2011,Brisbane,Virgin Samoa,4,4,720,720,8.00
2011,Cairns,Air New Zealand,11,11,1887,1895,22.00
2011,Cairns,Air Niugini,39,38,3726,3676,77.00
2011,Cairns,Airlines PNG,8,8,296,296,16.00
2011,Cairns,Cathay Pacific Airways,26,26,6864,6864,52.00
2011,Cairns,Continental Micronesia,15,15,1938,1938,30.00
2011,Cairns,Jetstar,63,63,16612,16519,126.00
2011,Cairns,Qantas Airways,43,43,3182,3182,86.00
2011,Cairns,Virgin Australia,6,7,1080,1260,13.00
2011,Darwin,Indonesia AirAsia,26,25,4680,4500,51.00
2011,Darwin,Jetstar,82,85,16192,16777,167.00
2011,Gold Coast,Air New Zealand,20,20,3350,3384,40.00
2011,Gold Coast,AirAsia X,28,28,10556,10556,56.00
2011,Gold Coast,Jetstar,99,99,24553,24553,198.00
2011,Gold Coast,Virgin Australia,27,27,4860,4860,54.00
2011,Melbourne,Air Australia,2,2,546,546,4.00
2011,Melbourne,Air China,28,28,6720,6720,56.00
2011,Melbourne,Air Mauritius,4,4,1192,1192,8.00
2011,Melbourne,Air New Zealand,142,141,27811,27865,283.00
2011,Melbourne,Fiji Airways,12,12,2964,2964,24.00
2011,Melbourne,Air Vanuatu,2,2,340,340,4.00
2011,Melbourne,AirAsia X,52,52,19604,19604,104.00
2011,Melbourne,Cathay Pacific Airways,84,84,22176,22176,168.00
2011,Melbourne,China Eastern Airlines,33,29,9512,8331,62.00
2011,Melbourne,China Southern Airlines,28,28,7756,7756,56.00
2011,Melbourne,Emirates,112,112,39648,39648,224.00
2011,Melbourne,Etihad Airways,28,28,7396,7396,56.00
2011,Melbourne,Garuda Indonesia,28,25,7352,6615,53.00
2011,Melbourne,Jetstar,111,118,25540,27754,229.00
2011,Melbourne,Korean Air,12,12,2766,2766,24.00
2011,Melbourne,Malaysia Airlines,56,56,15680,15667,112.00
2011,Melbourne,Philippine Airlines,16,16,5920,5920,32.00
2011,Melbourne,Qantas Airways,195,197,47371,48375,392.00
2011,Melbourne,Qatar Airways,28,28,7252,7252,56.00
2011,Melbourne,Singapore Airlines,84,84,31474,31474,168.00
2011,Melbourne,Thai Airways International,56,56,18093,18093,112.00
2011,Melbourne,United Airlines,28,28,10472,10472,56.00
2011,Melbourne,V Australia,25,25,9025,9025,50.00
2011,Melbourne,Vietnam Airlines,20,20,5320,5320,40.00
2011,Melbourne,Virgin Australia,100,100,18000,18000,200.00
2011,Norfolk Island,Air New Zealand,4,4,664,660,8.00
2011,Perth,Air Australia,8,8,1216,1216,16.00
2011,Perth,Air Mauritius,4,4,1100,1100,8.00
2011,Perth,Air New Zealand,28,27,6442,6209,55.00
2011,Perth,AirAsia X,28,28,10556,10556,56.00
2011,Perth,Cathay Pacific Airways,40,40,10617,10598,80.00
2011,Perth,Emirates,56,56,15170,15170,112.00
2011,Perth,Garuda Indonesia,57,56,9234,9072,113.00
2011,Perth,Indonesia AirAsia,84,84,15120,15120,168.00
2011,Perth,Jetstar,36,36,6372,6372,72.00
2011,Perth,Jetstar Asia,28,28,5040,5040,56.00
2011,Perth,Malaysia Airlines,52,52,13252,13252,104.00
2011,Perth,Qantas Airways,76,76,21730,21876,152.00
2011,Perth,Royal Brunei Airlines,12,12,3420,3420,24.00
2011,Perth,Singapore Airlines,68,68,19380,19380,136.00
2011,Perth,South African Airways,28,28,7065,7065,56.00
2011,Perth,Thai Airways International,26,26,7774,7774,52.00
2011,Perth,Tigerair,28,28,5040,5040,56.00
2011,Perth,Virgin Australia,39,39,7020,7020,78.00
2011,Port Hedland,Air Australia,4,4,608,608,8.00
2011,Sydney,Aerolineas Argentinas,20,20,4940,4940,40.00
2011,Sydney,Air Austral,8,8,3458,3380,16.00
2011,Sydney,Air Caledonie,20,20,3495,3435,40.00
2011,Sydney,Air Canada,28,28,7556,7555,56.00
2011,Sydney,Air China,44,44,10560,10560,88.00
2011,Sydney,Air Mauritius,4,4,1192,1192,8.00
2011,Sydney,Air New Zealand,245,244,44493,44468,489.00
2011,Sydney,Air Niugini,8,8,1480,1480,16.00
2011,Sydney,Fiji Airways,28,28,12066,12066,56.00
2011,Sydney,Air Vanuatu,22,22,3740,3740,44.00
2011,Sydney,Asiana Airlines,28,28,8484,8484,56.00
2011,Sydney,British Airways,56,56,15587,15587,112.00
2011,Sydney,Cathay Pacific Airways,112,112,29568,29568,224.00
2011,Sydney,China Airlines,20,20,6000,6000,40.00
2011,Sydney,China Eastern Airlines,34,30,9741,8560,64.00
2011,Sydney,China Southern Airlines,56,56,14056,14056,112.00
2011,Sydney,Delta Air Lines,28,28,7784,7784,56.00
2011,Sydney,Emirates,111,111,46686,46686,222.00
2011,Sydney,Etihad Airways,44,44,12432,12432,88.00
2011,Sydney,Garuda Indonesia,42,42,9814,9779,84.00
2011,Sydney,Hainan Airlines,10,11,2220,2442,21.00
2011,Sydney,Hawaiian Airlines,16,16,4087,4087,32.00
2011,Sydney,Japan Airlines,28,28,6860,6860,56.00
2011,Sydney,Jetstar,152,163,33966,37206,315.00
2011,Sydney,Korean Air,28,28,9380,9380,56.00
2011,Sydney,LATAM Airlines,26,27,6656,6912,53.00
2011,Sydney,Malaysia Airlines,56,56,17836,17791,112.00
2011,Sydney,Philippine Airlines,20,20,7400,7400,40.00
2011,Sydney,Qantas Airways,588,586,161104,161811,1174.00
2011,Sydney,Singapore Airlines,112,112,41678,41678,224.00
2011,Sydney,Thai Airways International,72,72,19224,19224,144.00
2011,Sydney,United Airlines,56,56,20944,20944,112.00
2011,Sydney,V Australia,30,30,10830,10830,60.00
2011,Sydney,Vietnam Airlines,20,20,6258,6258,40.00
2011,Sydney,Virgin Atlantic Airways,28,28,8624,8624,56.00
2011,Sydney,Virgin Australia,123,123,22140,22140,246.00
2011,Sydney,Virgin Samoa,11,11,1980,1980,22.00
2011,Townsville,Air Australia,8,8,1216,1216,16.00
2011,Adelaide,Air New Zealand,22,22,3718,3726,44.00
2011,Adelaide,Cathay Pacific Airways,31,31,8184,8184,62.00
2011,Adelaide,Malaysia Airlines,19,19,5320,5320,38.00
2011,Adelaide,Qantas Airways,13,14,3809,4154,27.00
2011,Adelaide,Singapore Airlines,31,31,8835,8835,62.00
2011,Adelaide,Virgin Australia,13,13,2340,2340,26.00
2011,Brisbane,Air Australia,13,13,3549,3549,26.00
2011,Brisbane,Air Caledonie,9,9,1314,1314,18.00
2011,Brisbane,Air New Zealand,136,136,26990,26860,272.00
2011,Brisbane,Air Niugini,60,56,9428,8688,116.00
2011,Brisbane,Fiji Airways,31,31,4879,4879,62.00
2011,Brisbane,Air Vanuatu,12,11,2040,1870,23.00
2011,Brisbane,Cathay Pacific Airways,46,46,12191,12191,92.00
2011,Brisbane,China Airlines,26,26,7982,7982,52.00
2011,Brisbane,China Southern Airlines,14,14,3609,3609,28.00
2011,Brisbane,Emirates,93,93,32922,32922,186.00
2011,Brisbane,Etihad Airways,13,13,3406,3406,26.00
2011,Brisbane,Eva Air,7,7,1764,1764,14.00
2011,Brisbane,Jetstar,60,61,11536,11713,121.00
2011,Brisbane,Korean Air,17,17,4352,4352,34.00
2011,Brisbane,Malaysia Airlines,21,21,5809,5791,42.00
2011,Brisbane,Nauru Airlines,4,4,501,501,8.00
2011,Brisbane,Qantas Airways,146,147,34418,35085,293.00
2011,Brisbane,Royal Brunei Airlines,28,27,7980,7695,55.00
2011,Brisbane,Singapore Airlines,83,83,23655,23655,166.00
2011,Brisbane,Solomon Airlines,17,17,2652,2652,34.00
2011,Brisbane,Thai Airways International,21,21,6735,6735,42.00
2011,Brisbane,V Australia,17,17,6137,6137,34.00
2011,Brisbane,Virgin Australia,234,232,42120,41760,466.00
2011,Brisbane,Virgin Samoa,4,4,720,720,8.00
2011,Cairns,Air New Zealand,13,13,2159,2175,26.00
2011,Cairns,Air Niugini,43,43,4387,4387,86.00
2011,Cairns,Airlines PNG,9,9,333,333,18.00
2011,Cairns,Cathay Pacific Airways,29,29,7703,7703,58.00
2011,Cairns,Continental Micronesia,24,24,2999,2998,48.00
2011,Cairns,Jetstar,78,79,20640,20936,157.00
2011,Cairns,Qantas Airways,54,53,4157,3922,107.00
2011,Cairns,Virgin Australia,2,2,360,360,4.00
2011,Darwin,Indonesia AirAsia,29,29,5220,5220,58.00
2011,Darwin,Jetstar,103,102,20032,19852,205.00
2011,Gold Coast,Air New Zealand,24,24,4016,4060,48.00
2011,Gold Coast,AirAsia X,31,31,11687,11687,62.00
2011,Gold Coast,Jetstar,98,98,24050,24078,196.00
2011,Gold Coast,Virgin Australia,25,25,4500,4500,50.00
2011,Melbourne,Air Australia,9,9,2457,2457,18.00
2011,Melbourne,Air China,22,22,5280,5280,44.00
2011,Melbourne,Air Mauritius,5,4,1490,1192,9.00
2011,Melbourne,Air New Zealand,157,154,30937,30458,311.00
2011,Melbourne,Fiji Airways,13,13,3211,3211,26.00
2011,Melbourne,AirAsia X,31,31,11687,11687,62.00
2011,Melbourne,Cathay Pacific Airways,93,93,24552,24552,186.00
2011,Melbourne,China Eastern Airlines,17,17,4819,4819,34.00
2011,Melbourne,China Southern Airlines,31,31,8773,8773,62.00
2011,Melbourne,Emirates,124,124,44126,44126,248.00
2011,Melbourne,Etihad Airways,31,31,8064,8064,62.00
